SID,DATE,DESCRIPTION,DETAILS
SC01436375,05/18/2020,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01436375,05/18/2020,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01436375,02/27/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01436375,02/27/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01436375,02/27/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01436375,03/15/2019,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01436375,03/15/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 195 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 195 DAYS,LOSS OF VISITATION PRIVILEGES FOR 195 DAYS"
SC01436375,02/28/2019,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 70 DAYS,DISC. DETENTION FOR 25 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 70 DAYS,LOSS OF VISITATION PRIVILEGES FOR 70 DAYS"
SC01436375,02/28/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01436375,02/28/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01436375,10/07/2018,STRIKE I/M W/WO WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 79 DAYS,DISC. DETENTION FOR 34 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 79 DAYS"
SC01436375,04/25/2018,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 16 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC01436375,03/19/2015,"A & B OF AN EMP, ETC W/INT KILL/INJURE","LOSS OF CANTEEN PRIVILEGES FOR 206 DAYS,DISC. DETENTION FOR 26 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 206 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 206 DAYS,LOSS OF VISITATION PRIVILEGES FOR 206 DAYS"
SC01436375,03/19/2015,POSSESSION OF A WEAPON,
SC01436375,03/19/2015,RIOT,
SC01436375,10/29/2013,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01436375,10/29/2013,POSSESSION OF CONTRABAND,
SC01436375,02/28/2013,POSSESSION OF CONTRABAND,"DISC. DETENTION FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 270 DAYS"
SC01436375,02/28/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"DISC. DETENTION FOR 320 DAYS,LOSS OF VISITATION PRIVILEGES FOR 161 DAYS"
SC01436375,02/19/2013,POSSESSION OF CONTRABAND,"DISC. DETENTION FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 270 DAYS"
SC01436375,01/05/2012,FIGHTING WITHOUT A WEAPON,"DISC. DETENTION FOR 36 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01436375,08/05/2011,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 617 DAYS,DISC. DETENTION FOR 716 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 607 DAYS,LOSS OF VISITATION PRIVILEGES FOR 471 DAYS"
SC01436375,03/16/2011,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01436375,03/27/2010,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01436375,02/16/2010,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01436375,02/08/2010,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01436375,11/04/2009,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01436375,07/09/2009,STRIKE I/M W/WO WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 254 DAYS,DISC. DETENTION FOR 74 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 254 DAYS,LOSS OF VISITATION PRIVILEGES FOR 254 DAYS"
SC00393956,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02029427,07/09/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02029427,03/30/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02029427,04/20/2021,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02029427,08/23/2019,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 105 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 105 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 105 DAYS"
SC02029427,08/23/2019,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02029427,02/05/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC02029427,01/26/2017,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 170 DAYS,DISC. DETENTION FOR 50 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 170 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 170 DAYS"
SC02029427,04/05/2016,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02029427,04/05/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC02127920,04/18/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02127920,07/02/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC02127920,02/14/2017,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02127920,02/07/2017,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 165 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 165 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 165 DAYS"
SC02343853,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02347363,04/10/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02347363,03/31/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01708098,No Record
SC02328865,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00151250,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02300962,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01715293,04/22/2022,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS"
SC01715293,01/28/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 16 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC01715293,01/28/2022,FIGHTING WITHOUT A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01715293,11/25/2020,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,05/31/2020,STEALING,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,05/31/2020,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,07/30/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01715293,06/28/2019,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,04/07/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01715293,04/05/2019,DISORDERLY CONDUCT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,04/05/2019,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,12/28/2018,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,07/23/2018,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,05/24/2018,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,05/24/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS"
SC01715293,04/10/2018,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,01/25/2018,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,08/14/2016,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,08/14/2016,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01715293,04/01/2014,REFUSING OR FAILING OBEY ORDERS,
SC01715293,04/01/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",DISC. DETENTION FOR 62 DAYS
SC01715293,01/28/2014,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,
SC01715293,01/06/2014,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,
SC01715293,10/10/2011,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"DISC. DETENTION FOR 420 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 1192 DAYS"
SC01715293,01/28/2011,POSSESSION OF CONTRABAND,DISC. DETENTION FOR 45 DAYS
SC01715293,01/28/2011,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 15 DAYS,DISC. DETENTION FOR 540 DAYS"
SC01715293,01/28/2011,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 224 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 254 DAYS,LOSS OF VISITATION PRIVILEGES FOR 224 DAYS"
SC01715293,09/02/2010,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 243 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 243 DAYS,LOSS OF VISITATION PRIVILEGES FOR 243 DAYS"
SC01715293,08/10/2010,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 42 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 720 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 720 DAYS,LOSS OF VISITATION PRIVILEGES FOR 720 DAYS"
SC01715293,01/26/2010,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01715293,01/26/2010,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 540 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 540 DAYS,LOSS OF VISITATION PRIVILEGES FOR 540 DAYS"
SC02138948,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00842516,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01780017,04/14/2023,POSSESSION OF CONTRABAND,DISC. DETENTION FOR 8 DAYS
SC00948761,04/01/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,03/31/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,03/27/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF GOOD TIME: 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,10/29/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,10/14/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,07/10/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC00948761,02/05/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC00948761,01/23/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC00948761,01/22/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC00948761,02/03/2021,"SOLICIT EMPLOYEE,I/M,VIOLATE SCDC RULE","LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC00948761,01/27/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC00948761,12/29/2019,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01764392,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01108198,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01839687,03/15/2023,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC01839687,11/22/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 3 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC01839687,11/30/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01839687,11/30/2021,POSSESSION OF A WEAPON,"LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01839687,10/21/2021,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01839687,08/16/2021,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01839687,08/16/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01839687,05/23/2021,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01839687,05/23/2021,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01839687,03/11/2021,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01839687,04/30/2020,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS"
SC01839687,04/30/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC01839687,03/30/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01839687,02/15/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01839687,02/02/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
